FOV,Round,Channel,Spot Count
X16_Y12,2,Alexa_488,305
X16_Y12,2,Alexa_568,380
X16_Y12,2,Alexa_647,1430
X16_Y12,2,Atto_490LS,480
X16_Y12,3,Atto_425,409
X16_Y12,3,DAPI,187
X16_Y12,3,Alexa_488,403
X16_Y12,3,Alexa_568,316
X16_Y12,3,Alexa_647,81
X16_Y12,3,Atto_490LS,473
X16_Y12,4,Atto_425,3272
X16_Y12,4,DAPI,190
X16_Y12,4,Alexa_488,165
X16_Y12,4,Alexa_568,499
X16_Y12,4,Alexa_647,129
X16_Y12,4,Atto_490LS,476
X16_Y11,1,Atto_425,3512
X16_Y11,1,DAPI,207
X16_Y11,1,Alexa_488,115
X16_Y11,1,Alexa_568,227
X16_Y11,1,Alexa_647,228
X16_Y11,1,Atto_490LS,382
X16_Y11,2,Atto_425,377
X16_Y11,2,DAPI,203
X16_Y11,2,Alexa_488,252
X16_Y11,2,Alexa_568,337
X16_Y11,2,Alexa_647,934
X16_Y11,2,Atto_490LS,373
X16_Y11,3,Atto_425,1463
X16_Y11,3,DAPI,208
X16_Y11,3,Alexa_488,283
X16_Y11,3,Alexa_568,122
X16_Y11,3,Alexa_647,62
X16_Y11,3,Atto_490LS,394
X16_Y11,4,Atto_425,2889
X16_Y11,4,DAPI,209
X16_Y11,4,Alexa_488,115
X16_Y11,4,Alexa_568,351
X16_Y11,4,Alexa_647,76
X16_Y11,4,Atto_490LS,378
X11_Y14,1,Atto_425,1413
X11_Y14,1,DAPI,312
X11_Y14,1,Alexa_488,125
X11_Y14,1,Alexa_568,954
X11_Y14,1,Alexa_647,1185
X11_Y14,1,Atto_490LS,1350
X11_Y14,2,Atto_425,796
X11_Y14,2,DAPI,376
X11_Y14,2,Alexa_488,518
X11_Y14,2,Alexa_568,837
X11_Y14,2,Alexa_647,1033
X11_Y14,2,Atto_490LS,1131
X11_Y14,3,Atto_425,527
X11_Y14,3,DAPI,270
X11_Y14,3,Alexa_488,1029
X11_Y14,3,Alexa_568,797
X11_Y14,3,Alexa_647,175
X11_Y14,3,Atto_490LS,1100
X11_Y14,4,Atto_425,3003
X11_Y14,4,DAPI,252
X11_Y14,4,Alexa_488,392
X11_Y14,4,Alexa_568,1177
X11_Y14,4,Alexa_647,281
X11_Y14,4,Atto_490LS,1132
X11_Y13,1,Atto_425,1086
X11_Y13,1,DAPI,248
X11_Y13,1,Alexa_488,689
X11_Y13,1,Alexa_568,787
X11_Y13,1,Alexa_647,883
X11_Y13,1,Atto_490LS,1052
X11_Y13,2,Atto_425,657
X11_Y13,2,DAPI,258
X11_Y13,2,Alexa_488,389
X11_Y13,2,Alexa_568,650
X11_Y13,2,Alexa_647,416
X11_Y13,2,Atto_490LS,899
X11_Y13,3,Atto_425,432
X11_Y13,3,DAPI,220
X11_Y13,3,Alexa_488,797
X11_Y13,3,Alexa_568,347
X11_Y13,3,Alexa_647,159
X11_Y13,3,Atto_490LS,882
X11_Y13,4,Atto_425,2196
X11_Y13,4,DAPI,225
X11_Y13,4,Alexa_488,348
X11_Y13,4,Alexa_568,917
X11_Y13,4,Alexa_647,243
X11_Y13,4,Atto_490LS,884
X23_Y7,1,Atto_425,164
X23_Y7,1,DAPI,39
X23_Y7,1,Alexa_488,199
X23_Y7,1,Alexa_568,86
X23_Y7,1,Alexa_647,84
X23_Y7,1,Atto_490LS,117
X23_Y7,2,Atto_425,1
X23_Y7,2,DAPI,115
X23_Y7,2,Alexa_488,1
X23_Y7,2,Alexa_568,64
X23_Y7,2,Alexa_647,142
X23_Y7,2,Atto_490LS,1
X23_Y7,3,Atto_425,68
X23_Y7,3,DAPI,55
X23_Y7,3,Alexa_488,84
X23_Y7,3,Alexa_568,65
X23_Y7,3,Alexa_647,59
X23_Y7,3,Atto_490LS,114
X23_Y7,4,Atto_425,12
X23_Y7,4,DAPI,29
X23_Y7,4,Alexa_488,21
X23_Y7,4,Alexa_568,78
X23_Y7,4,Alexa_647,57
X23_Y7,4,Atto_490LS,107
X21_Y4,1,Atto_425,1037
X21_Y4,1,DAPI,315
X21_Y4,1,Alexa_488,824
X21_Y4,1,Alexa_568,501
X21_Y4,1,Alexa_647,560
X21_Y4,1,Atto_490LS,824
X21_Y4,2,Atto_425,570
X21_Y4,2,DAPI,317
X21_Y4,2,Alexa_488,566
X21_Y4,2,Alexa_568,679
X21_Y4,2,Alexa_647,1504
X21_Y4,2,Atto_490LS,667
X21_Y4,3,Atto_425,414
X21_Y4,3,DAPI,273
X21_Y4,3,Alexa_488,648
X21_Y4,3,Alexa_568,231
X21_Y4,3,Alexa_647,526
X21_Y4,3,Atto_490LS,685
X21_Y4,4,Atto_425,2802
X21_Y4,4,DAPI,269
X21_Y4,4,Alexa_488,450
X21_Y4,4,Alexa_568,594
X21_Y4,4,Alexa_647,142
X21_Y4,4,Atto_490LS,726
X19_Y14,1,Atto_425,23
X19_Y14,1,DAPI,6
X19_Y14,1,Alexa_488,41
X19_Y14,1,Alexa_568,36
X19_Y14,1,Alexa_647,26
X19_Y14,1,Atto_490LS,43
X19_Y14,2,Atto_425,1
X19_Y14,2,DAPI,48
X19_Y14,2,Alexa_488,1
X19_Y14,2,Alexa_568,18
X19_Y14,2,Alexa_647,129
X19_Y14,2,Atto_490LS,1
X19_Y14,3,Atto_425,1
X19_Y14,3,DAPI,1
X19_Y14,3,Alexa_488,1
X19_Y14,3,Alexa_568,1
X19_Y14,3,Alexa_647,1
X19_Y14,3,Atto_490LS,1
X19_Y14,4,Atto_425,1
X19_Y14,4,DAPI,1
X19_Y14,4,Alexa_488,1
X19_Y14,4,Alexa_568,28
X19_Y14,4,Alexa_647,18
X19_Y14,4,Atto_490LS,1
X20_Y5,1,Atto_425,1294
X20_Y5,1,DAPI,235
X20_Y5,1,Alexa_488,654
X20_Y5,1,Alexa_568,326
X20_Y5,1,Alexa_647,511
X20_Y5,1,Atto_490LS,665
X20_Y5,2,Atto_425,456
X20_Y5,2,DAPI,260
X20_Y5,2,Alexa_488,369
X20_Y5,2,Alexa_568,543
X20_Y5,2,Alexa_647,1238
X20_Y5,2,Atto_490LS,591
X20_Y5,3,Atto_425,385
X20_Y5,3,DAPI,202
X20_Y5,3,Alexa_488,537
X20_Y5,3,Alexa_568,180
X20_Y5,3,Alexa_647,60
X20_Y5,3,Atto_490LS,583
X20_Y5,4,Atto_425,4065
X20_Y5,4,DAPI,245
X20_Y5,4,Alexa_488,194
X20_Y5,4,Alexa_568,572
X20_Y5,4,Alexa_647,129
X20_Y5,4,Atto_490LS,623
X16_Y3,1,Atto_425,562
X16_Y3,1,DAPI,260
X16_Y3,1,Alexa_488,674
X16_Y3,1,Alexa_568,471
X16_Y3,1,Alexa_647,598
X16_Y3,1,Atto_490LS,652
X16_Y3,2,Atto_425,572
X16_Y3,2,DAPI,258
X16_Y3,2,Alexa_488,371
X16_Y3,2,Alexa_568,499
X16_Y3,2,Alexa_647,373
X16_Y3,2,Atto_490LS,665
X16_Y3,3,Atto_425,420
X16_Y3,3,DAPI,219
X16_Y3,3,Alexa_488,593
X16_Y3,3,Alexa_568,506
X16_Y3,3,Alexa_647,370
X16_Y3,3,Atto_490LS,630
X16_Y3,4,Atto_425,43
X16_Y3,4,DAPI,233
X16_Y3,4,Alexa_488,156
X16_Y3,4,Alexa_568,604
X16_Y3,4,Alexa_647,138
X16_Y3,4,Atto_490LS,676
X17_Y5,1,Atto_425,1683
X17_Y5,1,DAPI,305
X17_Y5,1,Alexa_488,74
X17_Y5,1,Alexa_568,385
X17_Y5,1,Alexa_647,520
X17_Y5,1,Atto_490LS,736
X17_Y5,2,Atto_425,572
X17_Y5,2,DAPI,315
X17_Y5,2,Alexa_488,89
X17_Y5,2,Alexa_568,311
X17_Y5,2,Alexa_647,1105
X17_Y5,2,Atto_490LS,640
X17_Y5,3,Atto_425,726
X17_Y5,3,DAPI,265
X17_Y5,3,Alexa_488,554
X17_Y5,3,Alexa_568,239
X17_Y5,3,Alexa_647,65
X17_Y5,3,Atto_490LS,667
X17_Y5,4,Atto_425,2848
X17_Y5,4,DAPI,253
X17_Y5,4,Alexa_488,236
X17_Y5,4,Alexa_568,619
X17_Y5,4,Alexa_647,163
X17_Y5,4,Atto_490LS,666
X14_Y5,1,Atto_425,3786
X14_Y5,1,DAPI,356
X14_Y5,1,Alexa_488,623
X14_Y5,1,Alexa_568,414
X14_Y5,1,Alexa_647,555
X14_Y5,1,Atto_490LS,718
X14_Y5,2,Atto_425,659
X14_Y5,2,DAPI,372
X14_Y5,2,Alexa_488,485
X14_Y5,2,Alexa_568,352
X14_Y5,2,Alexa_647,629
X14_Y5,2,Atto_490LS,682
X14_Y5,3,Atto_425,656
X14_Y5,3,DAPI,330
X14_Y5,3,Alexa_488,615
X14_Y5,3,Alexa_568,218
X14_Y5,3,Alexa_647,62
X14_Y5,3,Atto_490LS,724
X14_Y5,4,Atto_425,4052
X14_Y5,4,DAPI,343
X14_Y5,4,Alexa_488,235
X14_Y5,4,Alexa_568,664
X14_Y5,4,Alexa_647,145
X14_Y5,4,Atto_490LS,730
X23_Y6,1,Atto_425,48
X23_Y6,1,DAPI,53
X23_Y6,1,Alexa_488,99
X23_Y6,1,Alexa_568,79
X23_Y6,1,Alexa_647,74
X23_Y6,1,Atto_490LS,97
X23_Y6,2,Atto_425,1
X23_Y6,2,DAPI,122
X23_Y6,2,Alexa_488,1
X23_Y6,2,Alexa_568,54
X23_Y6,2,Alexa_647,117
X23_Y6,2,Atto_490LS,1
X23_Y6,3,Atto_425,34
X23_Y6,3,DAPI,52
X23_Y6,3,Alexa_488,90
X23_Y6,3,Alexa_568,47
X23_Y6,3,Alexa_647,210
X23_Y6,3,Atto_490LS,92
X23_Y6,4,Atto_425,31
X23_Y6,4,DAPI,44
X23_Y6,4,Alexa_488,45
X23_Y6,4,Alexa_568,63
X23_Y6,4,Alexa_647,50
X23_Y6,4,Atto_490LS,87
X18_Y2,1,Atto_425,737
X18_Y2,1,DAPI,269
X18_Y2,1,Alexa_488,771
X18_Y2,1,Alexa_568,422
X18_Y2,1,Alexa_647,450
X18_Y2,1,Atto_490LS,666
X18_Y2,2,Atto_425,614
X18_Y2,2,DAPI,503
X18_Y2,2,Alexa_488,526
X18_Y2,2,Alexa_568,489
X18_Y2,2,Alexa_647,934
X18_Y2,2,Atto_490LS,653
X18_Y2,3,Atto_425,403
X18_Y2,3,DAPI,249
X18_Y2,3,Alexa_488,602
X18_Y2,3,Alexa_568,231
X18_Y2,3,Alexa_647,479
X18_Y2,3,Atto_490LS,632
X18_Y2,4,Atto_425,3430
X18_Y2,4,DAPI,266
X18_Y2,4,Alexa_488,388
X18_Y2,4,Alexa_568,526
X18_Y2,4,Alexa_647,129
X18_Y2,4,Atto_490LS,661
X15_Y4,1,Atto_425,1338
X15_Y4,1,DAPI,351
X15_Y4,1,Alexa_488,888
X15_Y4,1,Alexa_568,332
X15_Y4,1,Alexa_647,572
X15_Y4,1,Atto_490LS,767
X15_Y4,2,Atto_425,572
X15_Y4,2,DAPI,302
X15_Y4,2,Alexa_488,543
X15_Y4,2,Alexa_568,499
X15_Y4,2,Alexa_647,1917
X15_Y4,2,Atto_490LS,685
X15_Y4,3,Atto_425,659
X15_Y4,3,DAPI,305
X15_Y4,3,Alexa_488,647
X15_Y4,3,Alexa_568,201
X15_Y4,3,Alexa_647,48
X15_Y4,3,Atto_490LS,737
X15_Y4,4,Atto_425,3463
X15_Y4,4,DAPI,256
X15_Y4,4,Alexa_488,209
X15_Y4,4,Alexa_568,649
X15_Y4,4,Alexa_647,140
X15_Y4,4,Atto_490LS,749
X21_Y6,1,Atto_425,1064
X21_Y6,1,DAPI,253
X21_Y6,1,Alexa_488,862
X21_Y6,1,Alexa_568,408
X21_Y6,1,Alexa_647,506
X21_Y6,1,Atto_490LS,735
X21_Y6,2,Atto_425,553
X21_Y6,2,DAPI,270
X21_Y6,2,Alexa_488,528
X21_Y6,2,Alexa_568,507
X21_Y6,2,Alexa_647,1353
X21_Y6,2,Atto_490LS,664
X21_Y6,3,Atto_425,417
X21_Y6,3,DAPI,223
X21_Y6,3,Alexa_488,610
X21_Y6,3,Alexa_568,212
X21_Y6,3,Alexa_647,471
X21_Y6,3,Atto_490LS,686
X21_Y6,4,Atto_425,3374
X21_Y6,4,DAPI,224
X21_Y6,4,Alexa_488,302
X21_Y6,4,Alexa_568,584
X21_Y6,4,Alexa_647,108
X21_Y6,4,Atto_490LS,657
X14_Y3,1,Atto_425,843
X14_Y3,1,DAPI,237
X14_Y3,1,Alexa_488,199
X14_Y3,1,Alexa_568,425
X14_Y3,1,Alexa_647,616
X14_Y3,1,Atto_490LS,756
X14_Y3,2,Atto_425,602
X14_Y3,2,DAPI,290
X14_Y3,2,Alexa_488,433
X14_Y3,2,Alexa_568,450
X14_Y3,2,Alexa_647,638
X14_Y3,2,Atto_490LS,710
X14_Y3,3,Atto_425,481
X14_Y3,3,DAPI,250
X14_Y3,3,Alexa_488,658
X14_Y3,3,Alexa_568,510
X14_Y3,3,Alexa_647,58
X14_Y3,3,Atto_490LS,723
X14_Y3,4,Atto_425,4100
X14_Y3,4,DAPI,275
X14_Y3,4,Alexa_488,149
X14_Y3,4,Alexa_568,663
X14_Y3,4,Alexa_647,151
X14_Y3,4,Atto_490LS,731
X10_Y11,1,Atto_425,2938
X10_Y11,1,DAPI,315
X10_Y11,1,Alexa_488,802
X10_Y11,1,Alexa_568,776
X10_Y11,1,Alexa_647,879
X10_Y11,1,Atto_490LS,1029
X10_Y11,2,Atto_425,765
X10_Y11,2,DAPI,433
X10_Y11,2,Alexa_488,442
X10_Y11,2,Alexa_568,597
X10_Y11,2,Alexa_647,474
X10_Y11,2,Atto_490LS,897
X10_Y11,3,Atto_425,547
X10_Y11,3,DAPI,273
X10_Y11,3,Alexa_488,830
X10_Y11,3,Alexa_568,315
X10_Y11,3,Alexa_647,124
X10_Y11,3,Atto_490LS,883
X10_Y11,4,Atto_425,3607
X10_Y11,4,DAPI,277
X10_Y11,4,Alexa_488,306
X10_Y11,4,Alexa_568,886
X10_Y11,4,Alexa_647,234
X10_Y11,4,Atto_490LS,892
X20_Y4,1,Atto_425,802
X20_Y4,1,DAPI,262
X20_Y4,1,Alexa_488,803
X20_Y4,1,Alexa_568,387
X20_Y4,1,Alexa_647,445
X20_Y4,1,Atto_490LS,651
X20_Y4,2,Atto_425,506
X20_Y4,2,DAPI,272
X20_Y4,2,Alexa_488,468
X20_Y4,2,Alexa_568,590
X20_Y4,2,Alexa_647,1266
X20_Y4,2,Atto_490LS,609
X20_Y4,3,Atto_425,378
X20_Y4,3,DAPI,256
X20_Y4,3,Alexa_488,563
X20_Y4,3,Alexa_568,251
X20_Y4,3,Alexa_647,459
X20_Y4,3,Atto_490LS,629
X20_Y4,4,Atto_425,3870
X20_Y4,4,DAPI,290
X20_Y4,4,Alexa_488,310
X20_Y4,4,Alexa_568,564
X20_Y4,4,Alexa_647,129
X20_Y4,4,Atto_490LS,670
X12_Y1,1,Atto_425,845
X12_Y1,1,DAPI,241
X12_Y1,1,Alexa_488,693
X12_Y1,1,Alexa_568,483
X12_Y1,1,Alexa_647,523
X12_Y1,1,Atto_490LS,778
X12_Y1,2,Atto_425,521
X12_Y1,2,DAPI,304
X12_Y1,2,Alexa_488,475
X12_Y1,2,Alexa_568,593
X12_Y1,2,Alexa_647,960
X12_Y1,2,Atto_490LS,682
X12_Y1,3,Atto_425,367
X12_Y1,3,DAPI,243
X12_Y1,3,Alexa_488,641
X12_Y1,3,Alexa_568,215
X12_Y1,3,Alexa_647,492
X12_Y1,3,Atto_490LS,668
X12_Y1,4,Atto_425,4470
X12_Y1,4,DAPI,254
X12_Y1,4,Alexa_488,434
X12_Y1,4,Alexa_568,543
X12_Y1,4,Alexa_647,161
X12_Y1,4,Atto_490LS,706
X17_Y10,1,Atto_425,4813
X17_Y10,1,DAPI,261
X17_Y10,1,Alexa_488,798
X17_Y10,1,Alexa_568,403
X17_Y10,1,Alexa_647,607
X17_Y10,1,Atto_490LS,753
X17_Y10,2,Atto_425,636
X17_Y10,2,DAPI,211
X17_Y10,2,Alexa_488,480
X17_Y10,2,Alexa_568,563
X17_Y10,2,Alexa_647,536
X17_Y10,2,Atto_490LS,681
X17_Y10,3,Atto_425,837
X17_Y10,3,DAPI,204
X17_Y10,3,Alexa_488,590
X17_Y10,3,Alexa_568,157
X17_Y10,3,Alexa_647,45
X17_Y10,3,Atto_490LS,671
X17_Y10,4,Atto_425,2983
X17_Y10,4,DAPI,192
X17_Y10,4,Alexa_488,234
X17_Y10,4,Alexa_568,624
X17_Y10,4,Alexa_647,128
X17_Y10,4,Atto_490LS,702
X11_Y5,1,Atto_425,942
X11_Y5,1,DAPI,288
X11_Y5,1,Alexa_488,104
X11_Y5,1,Alexa_568,475
X11_Y5,1,Alexa_647,471
X11_Y5,1,Atto_490LS,707
X11_Y5,2,Atto_425,547
X11_Y5,2,DAPI,284
X11_Y5,2,Alexa_488,201
X11_Y5,2,Alexa_568,533
X11_Y5,2,Alexa_647,637
X11_Y5,2,Atto_490LS,626
X11_Y5,3,Atto_425,507
X11_Y5,3,DAPI,255
X11_Y5,3,Alexa_488,558
X11_Y5,3,Alexa_568,314
X11_Y5,3,Alexa_647,52
X11_Y5,3,Atto_490LS,653
X11_Y5,4,Atto_425,2776
X11_Y5,4,DAPI,201
X11_Y5,4,Alexa_488,345
X11_Y5,4,Alexa_568,473
X11_Y5,4,Alexa_647,152
X11_Y5,4,Atto_490LS,625
X13_Y1,1,Atto_425,796
X13_Y1,1,DAPI,300
X13_Y1,1,Alexa_488,829
X13_Y1,1,Alexa_568,548
X13_Y1,1,Alexa_647,556
X13_Y1,1,Atto_490LS,875
X13_Y1,2,Atto_425,605
X13_Y1,2,DAPI,336
X13_Y1,2,Alexa_488,463
X13_Y1,2,Alexa_568,685
X13_Y1,2,Alexa_647,1037
X13_Y1,2,Atto_490LS,771
X13_Y1,3,Atto_425,430
X13_Y1,3,DAPI,288
X13_Y1,3,Alexa_488,696
X13_Y1,3,Alexa_568,268
X13_Y1,3,Alexa_647,506
X13_Y1,3,Atto_490LS,773
X13_Y1,4,Atto_425,2945
X13_Y1,4,DAPI,282
X13_Y1,4,Alexa_488,474
X13_Y1,4,Alexa_568,596
X13_Y1,4,Alexa_647,166
X13_Y1,4,Atto_490LS,789
X21_Y5,1,Atto_425,908
X21_Y5,1,DAPI,300
X21_Y5,1,Alexa_488,134
X21_Y5,1,Alexa_568,471
X21_Y5,1,Alexa_647,539
X21_Y5,1,Atto_490LS,826
X21_Y5,2,Atto_425,526
X21_Y5,2,DAPI,316
X21_Y5,2,Alexa_488,503
X21_Y5,2,Alexa_568,688
X21_Y5,2,Alexa_647,1442
X21_Y5,2,Atto_490LS,711
X21_Y5,3,Atto_425,449
X21_Y5,3,DAPI,270
X21_Y5,3,Alexa_488,634
X21_Y5,3,Alexa_568,321
X21_Y5,3,Alexa_647,506
X21_Y5,3,Atto_490LS,722
X21_Y5,4,Atto_425,1011
X21_Y5,4,DAPI,250
X21_Y5,4,Alexa_488,339
X21_Y5,4,Alexa_568,583
X21_Y5,4,Alexa_647,135
X21_Y5,4,Atto_490LS,671
X11_Y6,1,Atto_425,4831
X11_Y6,1,DAPI,231
X11_Y6,1,Alexa_488,65
X11_Y6,1,Alexa_568,304
X11_Y6,1,Alexa_647,339
X11_Y6,1,Atto_490LS,518
X11_Y6,2,Atto_425,495
X11_Y6,2,DAPI,257
X11_Y6,2,Alexa_488,362
X11_Y6,2,Alexa_568,297
X11_Y6,2,Alexa_647,602
X11_Y6,2,Atto_490LS,496
X11_Y6,3,Atto_425,557
X11_Y6,3,DAPI,228
X11_Y6,3,Alexa_488,457
X11_Y6,3,Alexa_568,184
X11_Y6,3,Alexa_647,27
X11_Y6,3,Atto_490LS,534
X11_Y6,4,Atto_425,2894
X11_Y6,4,DAPI,144
X11_Y6,4,Alexa_488,275
X11_Y6,4,Alexa_568,387
X11_Y6,4,Alexa_647,105
X11_Y6,4,Atto_490LS,487
X18_Y11,1,Atto_425,4931
X18_Y11,1,DAPI,227
X18_Y11,1,Alexa_488,640
X18_Y11,1,Alexa_568,299
X18_Y11,1,Alexa_647,574
X18_Y11,1,Atto_490LS,715
X18_Y11,2,Atto_425,541
X18_Y11,2,DAPI,221
X18_Y11,2,Alexa_488,399
X18_Y11,2,Alexa_568,487
X18_Y11,2,Alexa_647,549
X18_Y11,2,Atto_490LS,624
X18_Y11,3,Atto_425,431
X18_Y11,3,DAPI,221
X18_Y11,3,Alexa_488,575
X18_Y11,3,Alexa_568,225
X18_Y11,3,Alexa_647,57
X18_Y11,3,Atto_490LS,643
X18_Y11,4,Atto_425,3801
X18_Y11,4,DAPI,211
X18_Y11,4,Alexa_488,211
X18_Y11,4,Alexa_568,593
X18_Y11,4,Alexa_647,138
X18_Y11,4,Atto_490LS,642
X14_Y6,1,Atto_425,4403
X14_Y6,1,DAPI,332
X14_Y6,1,Alexa_488,113
X14_Y6,1,Alexa_568,443
X14_Y6,1,Alexa_647,558
X14_Y6,1,Atto_490LS,641
X14_Y6,2,Atto_425,634
X14_Y6,2,DAPI,389
X14_Y6,2,Alexa_488,135
X14_Y6,2,Alexa_568,448
X14_Y6,2,Alexa_647,881
X14_Y6,2,Atto_490LS,644
X14_Y6,3,Atto_425,699
X14_Y6,3,DAPI,327
X14_Y6,3,Alexa_488,621
X14_Y6,3,Alexa_568,144
X14_Y6,3,Alexa_647,47
X14_Y6,3,Atto_490LS,676
X14_Y6,4,Atto_425,4144
X14_Y6,4,DAPI,323
X14_Y6,4,Alexa_488,171
X14_Y6,4,Alexa_568,681
X14_Y6,4,Alexa_647,100
X14_Y6,4,Atto_490LS,706
X17_Y2,1,Atto_425,548
X17_Y2,1,DAPI,251
X17_Y2,1,Alexa_488,653
X17_Y2,1,Alexa_568,381
X17_Y2,1,Alexa_647,401
X17_Y2,1,Atto_490LS,597
X17_Y2,2,Atto_425,439
X17_Y2,2,DAPI,254
X17_Y2,2,Alexa_488,415
X17_Y2,2,Alexa_568,467
X17_Y2,2,Alexa_647,1143
X17_Y2,2,Atto_490LS,566
X17_Y2,3,Atto_425,355
X17_Y2,3,DAPI,225
X17_Y2,3,Alexa_488,480
X17_Y2,3,Alexa_568,196
X17_Y2,3,Alexa_647,390
X17_Y2,3,Atto_490LS,551
X17_Y2,4,Atto_425,2743
X17_Y2,4,DAPI,188
X17_Y2,4,Alexa_488,294
X17_Y2,4,Alexa_568,459
X17_Y2,4,Alexa_647,120
X17_Y2,4,Atto_490LS,566
X14_Y9,1,Atto_425,4414
X14_Y9,1,DAPI,243
X14_Y9,1,Alexa_488,734
X14_Y9,1,Alexa_568,368
X14_Y9,1,Alexa_647,616
X14_Y9,1,Atto_490LS,761
X14_Y9,2,Atto_425,648
X14_Y9,2,DAPI,315
X14_Y9,2,Alexa_488,471
X14_Y9,2,Alexa_568,475
X14_Y9,2,Alexa_647,446
X14_Y9,2,Atto_490LS,696
X14_Y9,3,Atto_425,648
X14_Y9,3,DAPI,219
X14_Y9,3,Alexa_488,639
X14_Y9,3,Alexa_568,189
X14_Y9,3,Alexa_647,65
X14_Y9,3,Atto_490LS,717
X14_Y9,4,Atto_425,3700
X14_Y9,4,DAPI,230
X14_Y9,4,Alexa_488,266
X14_Y9,4,Alexa_568,607
X14_Y9,4,Alexa_647,183
X14_Y9,4,Atto_490LS,694
X13_Y7,1,Atto_425,2462
X13_Y7,1,DAPI,365
X13_Y7,1,Alexa_488,164
X13_Y7,1,Alexa_568,505
X13_Y7,1,Alexa_647,809
X13_Y7,1,Atto_490LS,957
X13_Y7,2,Atto_425,803
X13_Y7,2,DAPI,441
X13_Y7,2,Alexa_488,606
X13_Y7,2,Alexa_568,651
X13_Y7,2,Alexa_647,573
X13_Y7,2,Atto_490LS,895
X13_Y7,3,Atto_425,807
X13_Y7,3,DAPI,328
X13_Y7,3,Alexa_488,815
X13_Y7,3,Alexa_568,238
X13_Y7,3,Alexa_647,71
X13_Y7,3,Atto_490LS,945
X13_Y7,4,Atto_425,2745
X13_Y7,4,DAPI,338
X13_Y7,4,Alexa_488,294
X13_Y7,4,Alexa_568,863
X13_Y7,4,Alexa_647,190
X13_Y7,4,Atto_490LS,907
X16_Y7,1,Atto_425,4857
X16_Y7,1,DAPI,290
X16_Y7,1,Alexa_488,432
X16_Y7,1,Alexa_568,329
X16_Y7,1,Alexa_647,510
X16_Y7,1,Atto_490LS,646
X16_Y7,2,Atto_425,663
X16_Y7,2,DAPI,313
X16_Y7,2,Alexa_488,517
X16_Y7,2,Alexa_568,312
X16_Y7,2,Alexa_647,1002
X16_Y7,2,Atto_490LS,616
X16_Y7,3,Atto_425,1130
X16_Y7,3,DAPI,277
X16_Y7,3,Alexa_488,552
X16_Y7,3,Alexa_568,152
X16_Y7,3,Alexa_647,40
X16_Y7,3,Atto_490LS,623
X16_Y7,4,Atto_425,4023
X16_Y7,4,DAPI,275
X16_Y7,4,Alexa_488,161
X16_Y7,4,Alexa_568,575
X16_Y7,4,Alexa_647,120
X16_Y7,4,Atto_490LS,634
X11_Y2,1,Atto_425,703
X11_Y2,1,DAPI,266
X11_Y2,1,Alexa_488,685
X11_Y2,1,Alexa_568,481
X11_Y2,1,Alexa_647,521
X11_Y2,1,Atto_490LS,767
X11_Y2,2,Atto_425,468
X11_Y2,2,DAPI,262
X11_Y2,2,Alexa_488,425
X11_Y2,2,Alexa_568,593
X11_Y2,2,Alexa_647,832
X11_Y2,2,Atto_490LS,661
X11_Y2,3,Atto_425,357
X11_Y2,3,DAPI,235
X11_Y2,3,Alexa_488,608
X11_Y2,3,Alexa_568,461
X11_Y2,3,Alexa_647,425
X11_Y2,3,Atto_490LS,683
X11_Y2,4,Atto_425,2913
X11_Y2,4,DAPI,207
X11_Y2,4,Alexa_488,407
X11_Y2,4,Alexa_568,513
X11_Y2,4,Alexa_647,153
X11_Y2,4,Atto_490LS,679
X15_Y0,1,Atto_425,152
X15_Y0,1,DAPI,75
X15_Y0,1,Alexa_488,130
X15_Y0,1,Alexa_568,153
X15_Y0,1,Alexa_647,123
X15_Y0,1,Atto_490LS,210
X15_Y0,2,Atto_425,216
X15_Y0,2,DAPI,97
X15_Y0,2,Alexa_488,763
X15_Y0,2,Alexa_568,110
X15_Y0,2,Alexa_647,531
X15_Y0,2,Atto_490LS,237
X15_Y0,3,Atto_425,1
X15_Y0,3,DAPI,65
X15_Y0,3,Alexa_488,1
X15_Y0,3,Alexa_568,78
X15_Y0,3,Alexa_647,1
X15_Y0,3,Atto_490LS,206
X15_Y0,4,Atto_425,168
X15_Y0,4,DAPI,73
X15_Y0,4,Alexa_488,93
X15_Y0,4,Alexa_568,112
X15_Y0,4,Alexa_647,88
X15_Y0,4,Atto_490LS,206
X20_Y12,1,Atto_425,1615
X20_Y12,1,DAPI,206
X20_Y12,1,Alexa_488,1236
X20_Y12,1,Alexa_568,383
X20_Y12,1,Alexa_647,471
X20_Y12,1,Atto_490LS,599
X20_Y12,2,Atto_425,507
X20_Y12,2,DAPI,210
X20_Y12,2,Alexa_488,650
X20_Y12,2,Alexa_568,324
X20_Y12,2,Alexa_647,667
X20_Y12,2,Atto_490LS,537
X20_Y12,3,Atto_425,432
X20_Y12,3,DAPI,218
X20_Y12,3,Alexa_488,497
X20_Y12,3,Alexa_568,153
X20_Y12,3,Alexa_647,434
X20_Y12,3,Atto_490LS,567
X20_Y12,4,Atto_425,1951
X20_Y12,4,DAPI,204
X20_Y12,4,Alexa_488,170
X20_Y12,4,Alexa_568,495
X20_Y12,4,Alexa_647,117
X20_Y12,4,Atto_490LS,574
X13_Y13,1,Atto_425,1332
X13_Y13,1,DAPI,256
X13_Y13,1,Alexa_488,983
