FOV,Round,Channel,Spot Count
X13_Y9,4,Alexa_488,216
X13_Y9,4,Alexa_568,729
X13_Y9,4,Alexa_647,195
X13_Y9,4,Atto_490LS,760
X22_Y10,1,Atto_425,513
X22_Y10,1,DAPI,106
X22_Y10,1,Alexa_488,1196
X22_Y10,1,Alexa_568,132
X22_Y10,1,Alexa_647,184
X22_Y10,1,Atto_490LS,258
X22_Y10,2,Atto_425,168
X22_Y10,2,DAPI,181
X22_Y10,2,Alexa_488,142
X22_Y10,2,Alexa_568,93
X22_Y10,2,Alexa_647,429
X22_Y10,2,Atto_490LS,273
X22_Y10,3,Atto_425,47
X22_Y10,3,DAPI,83
X22_Y10,3,Alexa_488,174
X22_Y10,3,Alexa_568,91
X22_Y10,3,Alexa_647,496
X22_Y10,3,Atto_490LS,264
X22_Y10,4,Atto_425,59
X22_Y10,4,DAPI,91
X22_Y10,4,Alexa_488,87
X22_Y10,4,Alexa_568,166
X22_Y10,4,Alexa_647,77
X22_Y10,4,Atto_490LS,261
X14_Y10,1,Atto_425,2416
X14_Y10,1,DAPI,258
X14_Y10,1,Alexa_488,730
X14_Y10,1,Alexa_568,595
X14_Y10,1,Alexa_647,658
X14_Y10,1,Atto_490LS,768
X14_Y10,2,Atto_425,673
X14_Y10,2,DAPI,296
X14_Y10,2,Alexa_488,418
X14_Y10,2,Alexa_568,521
X14_Y10,2,Alexa_647,431
X14_Y10,2,Atto_490LS,711
X14_Y10,3,Atto_425,578
X14_Y10,3,DAPI,256
X14_Y10,3,Alexa_488,686
X14_Y10,3,Alexa_568,245
X14_Y10,3,Alexa_647,80
X14_Y10,3,Atto_490LS,702
X14_Y10,4,Atto_425,3270
X14_Y10,4,DAPI,261
X14_Y10,4,Alexa_488,261
X14_Y10,4,Alexa_568,696
X14_Y10,4,Alexa_647,182
X14_Y10,4,Atto_490LS,684
X13_Y8,1,Atto_425,3200
X13_Y8,1,DAPI,319
X13_Y8,1,Alexa_488,994
X13_Y8,1,Alexa_568,584
X13_Y8,1,Alexa_647,739
X13_Y8,1,Atto_490LS,892
X13_Y8,2,Atto_425,809
X13_Y8,2,DAPI,354
X13_Y8,2,Alexa_488,594
X13_Y8,2,Alexa_568,387
X13_Y8,2,Alexa_647,647
X13_Y8,2,Atto_490LS,845
X13_Y8,3,Atto_425,884
X13_Y8,3,DAPI,298
X13_Y8,3,Alexa_488,784
X13_Y8,3,Alexa_568,239
X13_Y8,3,Alexa_647,92
X13_Y8,3,Atto_490LS,872
X13_Y8,4,Atto_425,3541
X13_Y8,4,DAPI,270
X13_Y8,4,Alexa_488,274
X13_Y8,4,Alexa_568,788
X13_Y8,4,Alexa_647,168
X13_Y8,4,Atto_490LS,853
X12_Y4,1,Atto_425,1899
X12_Y4,1,DAPI,289
X12_Y4,1,Alexa_488,795
X12_Y4,1,Alexa_568,544
X12_Y4,1,Alexa_647,711
X12_Y4,1,Atto_490LS,796
X12_Y4,2,Atto_425,647
X12_Y4,2,DAPI,308
X12_Y4,2,Alexa_488,442
X12_Y4,2,Alexa_568,339
X12_Y4,2,Alexa_647,976
X12_Y4,2,Atto_490LS,775
X12_Y4,3,Atto_425,529
X12_Y4,3,DAPI,281
X12_Y4,3,Alexa_488,777
X12_Y4,3,Alexa_568,182
X12_Y4,3,Alexa_647,69
X12_Y4,3,Atto_490LS,776
X12_Y4,4,Atto_425,3506
X12_Y4,4,DAPI,280
X12_Y4,4,Alexa_488,207
X12_Y4,4,Alexa_568,768
X12_Y4,4,Alexa_647,129
X12_Y4,4,Atto_490LS,812
X13_Y0,1,Atto_425,124
X13_Y0,1,DAPI,59
X13_Y0,1,Alexa_488,157
X13_Y0,1,Alexa_568,139
X13_Y0,1,Alexa_647,124
X13_Y0,1,Atto_490LS,189
X13_Y0,2,Atto_425,142
X13_Y0,2,DAPI,74
X13_Y0,2,Alexa_488,634
X13_Y0,2,Alexa_568,64
X13_Y0,2,Alexa_647,282
X13_Y0,2,Atto_490LS,200
X13_Y0,3,Atto_425,1
X13_Y0,3,DAPI,60
X13_Y0,3,Alexa_488,1
X13_Y0,3,Alexa_568,80
X13_Y0,3,Alexa_647,285
X13_Y0,3,Atto_490LS,210
X13_Y0,4,Atto_425,82
X13_Y0,4,DAPI,47
X13_Y0,4,Alexa_488,92
X13_Y0,4,Alexa_568,139
X13_Y0,4,Alexa_647,79
X13_Y0,4,Atto_490LS,166
X20_Y13,1,Atto_425,27
X20_Y13,1,DAPI,87
X20_Y13,1,Alexa_488,31
X20_Y13,1,Alexa_568,116
X20_Y13,1,Alexa_647,267
X20_Y13,1,Atto_490LS,225
X20_Y13,2,Atto_425,36
X20_Y13,2,DAPI,109
X20_Y13,2,Alexa_488,41
X20_Y13,2,Alexa_568,85
X20_Y13,2,Alexa_647,141
X20_Y13,2,Atto_490LS,184
X20_Y13,3,Atto_425,14
X20_Y13,3,DAPI,83
X20_Y13,3,Alexa_488,52
X20_Y13,3,Alexa_568,99
X20_Y13,3,Alexa_647,87
X20_Y13,3,Atto_490LS,225
X20_Y13,4,Atto_425,14
X20_Y13,4,DAPI,88
X20_Y13,4,Alexa_488,41
X20_Y13,4,Alexa_568,204
X20_Y13,4,Alexa_647,72
X20_Y13,4,Atto_490LS,223
X15_Y8,1,Atto_425,3714
X15_Y8,1,DAPI,333
X15_Y8,1,Alexa_488,1075
X15_Y8,1,Alexa_568,580
X15_Y8,1,Alexa_647,623
X15_Y8,1,Atto_490LS,931
X15_Y8,2,Atto_425,770
X15_Y8,2,DAPI,372
X15_Y8,2,Alexa_488,641
X15_Y8,2,Alexa_568,744
X15_Y8,2,Alexa_647,608
X15_Y8,2,Atto_490LS,809
X15_Y8,3,Atto_425,1849
X15_Y8,3,DAPI,328
X15_Y8,3,Alexa_488,766
X15_Y8,3,Alexa_568,355
X15_Y8,3,Alexa_647,436
X15_Y8,3,Atto_490LS,838
X15_Y8,4,Atto_425,3793
X15_Y8,4,DAPI,248
X15_Y8,4,Alexa_488,570
X15_Y8,4,Alexa_568,683
X15_Y8,4,Alexa_647,155
X15_Y8,4,Atto_490LS,865
X17_Y4,1,Atto_425,1369
X17_Y4,1,DAPI,273
X17_Y4,1,Alexa_488,714
X17_Y4,1,Alexa_568,393
X17_Y4,1,Alexa_647,563
X17_Y4,1,Atto_490LS,703
X17_Y4,2,Atto_425,507
X17_Y4,2,DAPI,254
X17_Y4,2,Alexa_488,399
X17_Y4,2,Alexa_568,465
X17_Y4,2,Alexa_647,2036
X17_Y4,2,Atto_490LS,608
X17_Y4,3,Atto_425,706
X17_Y4,3,DAPI,248
X17_Y4,3,Alexa_488,583
X17_Y4,3,Alexa_568,172
X17_Y4,3,Alexa_647,50
X17_Y4,3,Atto_490LS,631
X17_Y4,4,Atto_425,3353
X17_Y4,4,DAPI,224
X17_Y4,4,Alexa_488,159
X17_Y4,4,Alexa_568,599
X17_Y4,4,Alexa_647,134
X17_Y4,4,Atto_490LS,643
X16_Y0,1,Atto_425,118
X16_Y0,1,DAPI,72
X16_Y0,1,Alexa_488,107
X16_Y0,1,Alexa_568,87
X16_Y0,1,Alexa_647,87
X16_Y0,1,Atto_490LS,140
X16_Y0,2,Atto_425,100
X16_Y0,2,DAPI,107
X16_Y0,2,Alexa_488,228
X16_Y0,2,Alexa_568,54
X16_Y0,2,Alexa_647,520
X16_Y0,2,Atto_490LS,177
X16_Y0,3,Atto_425,1
X16_Y0,3,DAPI,68
X16_Y0,3,Alexa_488,1
X16_Y0,3,Alexa_568,55
X16_Y0,3,Alexa_647,1
X16_Y0,3,Atto_490LS,1
X16_Y0,4,Atto_425,67
X16_Y0,4,DAPI,61
X16_Y0,4,Alexa_488,120
X16_Y0,4,Alexa_568,102
X16_Y0,4,Alexa_647,60
X16_Y0,4,Atto_490LS,141
X17_Y14,1,Atto_425,2108
X17_Y14,1,DAPI,283
X17_Y14,1,Alexa_488,1666
X17_Y14,1,Alexa_568,527
X17_Y14,1,Alexa_647,610
X17_Y14,1,Atto_490LS,806
X17_Y14,2,Atto_425,785
X17_Y14,2,DAPI,258
X17_Y14,2,Alexa_488,391
X17_Y14,2,Alexa_568,495
X17_Y14,2,Alexa_647,1514
X17_Y14,2,Atto_490LS,608
X17_Y14,3,Atto_425,662
X17_Y14,3,DAPI,238
X17_Y14,3,Alexa_488,571
X17_Y14,3,Alexa_568,280
X17_Y14,3,Alexa_647,83
X17_Y14,3,Atto_490LS,709
X17_Y14,4,Atto_425,1
X17_Y14,4,DAPI,273
X17_Y14,4,Alexa_488,206
X17_Y14,4,Alexa_568,636
X17_Y14,4,Alexa_647,252
X17_Y14,4,Atto_490LS,637
X10_Y15,1,Atto_425,1490
X10_Y15,1,DAPI,256
X10_Y15,1,Alexa_488,778
X10_Y15,1,Alexa_568,778
X10_Y15,1,Alexa_647,1032
X10_Y15,1,Atto_490LS,1183
X10_Y15,2,Atto_425,697
X10_Y15,2,DAPI,252
X10_Y15,2,Alexa_488,447
X10_Y15,2,Alexa_568,904
X10_Y15,2,Alexa_647,431
X10_Y15,2,Atto_490LS,971
X10_Y15,3,Atto_425,420
X10_Y15,3,DAPI,219
X10_Y15,3,Alexa_488,924
X10_Y15,3,Alexa_568,440
X10_Y15,3,Alexa_647,556
X10_Y15,3,Atto_490LS,1014
X10_Y15,4,Atto_425,1900
X10_Y15,4,DAPI,252
X10_Y15,4,Alexa_488,297
X10_Y15,4,Alexa_568,1021
X10_Y15,4,Alexa_647,233
X10_Y15,4,Atto_490LS,993
X18_Y8,1,Atto_425,24
X18_Y8,1,DAPI,225
X18_Y8,1,Alexa_488,180
X18_Y8,1,Alexa_568,266
X18_Y8,1,Alexa_647,470
X18_Y8,1,Atto_490LS,589
X18_Y8,2,Atto_425,551
X18_Y8,2,DAPI,256
X18_Y8,2,Alexa_488,415
X18_Y8,2,Alexa_568,388
X18_Y8,2,Alexa_647,1170
X18_Y8,2,Atto_490LS,555
X18_Y8,3,Atto_425,702
X18_Y8,3,DAPI,213
X18_Y8,3,Alexa_488,510
X18_Y8,3,Alexa_568,141
X18_Y8,3,Alexa_647,46
X18_Y8,3,Atto_490LS,548
X18_Y8,4,Atto_425,3830
X18_Y8,4,DAPI,201
X18_Y8,4,Alexa_488,184
X18_Y8,4,Alexa_568,522
X18_Y8,4,Alexa_647,108
X18_Y8,4,Atto_490LS,564
X12_Y10,1,Atto_425,3072
X12_Y10,1,DAPI,174
X12_Y10,1,Alexa_488,3873
X12_Y10,1,Alexa_568,165
X12_Y10,1,Alexa_647,254
X12_Y10,1,Atto_490LS,379
X12_Y10,2,Atto_425,733
X12_Y10,2,DAPI,258
X12_Y10,2,Alexa_488,240
X12_Y10,2,Alexa_568,197
X12_Y10,2,Alexa_647,317
X12_Y10,2,Atto_490LS,349
X12_Y10,3,Atto_425,717
X12_Y10,3,DAPI,166
X12_Y10,3,Alexa_488,264
X12_Y10,3,Alexa_568,105
X12_Y10,3,Alexa_647,41
X12_Y10,3,Atto_490LS,364
X12_Y10,4,Atto_425,2818
X12_Y10,4,DAPI,172
X12_Y10,4,Alexa_488,137
X12_Y10,4,Alexa_568,241
X12_Y10,4,Alexa_647,124
X12_Y10,4,Atto_490LS,347
X20_Y3,1,Atto_425,1298
X20_Y3,1,DAPI,273
X20_Y3,1,Alexa_488,137
X20_Y3,1,Alexa_568,611
X20_Y3,1,Alexa_647,620
X20_Y3,1,Atto_490LS,924
X20_Y3,2,Atto_425,631
X20_Y3,2,DAPI,321
X20_Y3,2,Alexa_488,598
X20_Y3,2,Alexa_568,773
X20_Y3,2,Alexa_647,1267
X20_Y3,2,Atto_490LS,813
X20_Y3,3,Atto_425,449
X20_Y3,3,DAPI,306
X20_Y3,3,Alexa_488,776
X20_Y3,3,Alexa_568,431
X20_Y3,3,Alexa_647,586
X20_Y3,3,Atto_490LS,831
X20_Y3,4,Atto_425,3924
X20_Y3,4,DAPI,312
X20_Y3,4,Alexa_488,546
X20_Y3,4,Alexa_568,627
X20_Y3,4,Alexa_647,184
X20_Y3,4,Atto_490LS,847
X15_Y11,1,Atto_425,3052
X15_Y11,1,DAPI,423
X15_Y11,1,Alexa_488,271
X15_Y11,1,Alexa_568,364
X15_Y11,1,Alexa_647,848
X15_Y11,1,Atto_490LS,1097
X15_Y11,2,Atto_425,728
X15_Y11,2,DAPI,407
X15_Y11,2,Alexa_488,393
X15_Y11,2,Alexa_568,176
X15_Y11,2,Alexa_647,1535
X15_Y11,2,Atto_490LS,1002
X15_Y11,3,Atto_425,1064
X15_Y11,3,DAPI,1
X15_Y11,3,Alexa_488,854
X15_Y11,3,Alexa_568,201
X15_Y11,3,Alexa_647,165
X15_Y11,3,Atto_490LS,1060
X15_Y11,4,Atto_425,2223
X15_Y11,4,DAPI,371
X15_Y11,4,Alexa_488,437
X15_Y11,4,Alexa_568,891
X15_Y11,4,Alexa_647,396
X15_Y11,4,Atto_490LS,1002
X13_Y4,1,Atto_425,1110
X13_Y4,1,DAPI,345
X13_Y4,1,Alexa_488,180
X13_Y4,1,Alexa_568,448
X13_Y4,1,Alexa_647,673
X13_Y4,1,Atto_490LS,851
X13_Y4,2,Atto_425,641
X13_Y4,2,DAPI,337
X13_Y4,2,Alexa_488,443
X13_Y4,2,Alexa_568,537
X13_Y4,2,Alexa_647,742
X13_Y4,2,Atto_490LS,754
X13_Y4,3,Atto_425,571
X13_Y4,3,DAPI,285
X13_Y4,3,Alexa_488,726
X13_Y4,3,Alexa_568,218
X13_Y4,3,Alexa_647,71
X13_Y4,3,Atto_490LS,806
X13_Y4,4,Atto_425,3221
X13_Y4,4,DAPI,279
X13_Y4,4,Alexa_488,260
X13_Y4,4,Alexa_568,719
X13_Y4,4,Alexa_647,179
X13_Y4,4,Atto_490LS,795
X17_Y11,1,Atto_425,1325
X17_Y11,1,DAPI,237
X17_Y11,1,Alexa_488,193
X17_Y11,1,Alexa_568,400
X17_Y11,1,Alexa_647,553
X17_Y11,1,Atto_490LS,716
X17_Y11,2,Atto_425,466
X17_Y11,2,DAPI,249
X17_Y11,2,Alexa_488,385
X17_Y11,2,Alexa_568,507
X17_Y11,2,Alexa_647,456
X17_Y11,2,Atto_490LS,593
X17_Y11,3,Atto_425,462
X17_Y11,3,DAPI,201
X17_Y11,3,Alexa_488,526
X17_Y11,3,Alexa_568,409
X17_Y11,3,Alexa_647,78
X17_Y11,3,Atto_490LS,613
X17_Y11,4,Atto_425,3486
X17_Y11,4,DAPI,201
X17_Y11,4,Alexa_488,256
X17_Y11,4,Alexa_568,660
X17_Y11,4,Alexa_647,179
X17_Y11,4,Atto_490LS,592
X18_Y14,1,Atto_425,133
X18_Y14,1,DAPI,214
X18_Y14,1,Alexa_488,743
X18_Y14,1,Alexa_568,272
X18_Y14,1,Alexa_647,269
X18_Y14,1,Atto_490LS,404
X18_Y14,2,Atto_425,151
X18_Y14,2,DAPI,203
X18_Y14,2,Alexa_488,257
X18_Y14,2,Alexa_568,142
X18_Y14,2,Alexa_647,169
X18_Y14,2,Atto_490LS,310
X18_Y14,3,Atto_425,455
X18_Y14,3,DAPI,201
X18_Y14,3,Alexa_488,846
X18_Y14,3,Alexa_568,148
X18_Y14,3,Alexa_647,303
X18_Y14,3,Atto_490LS,417
X18_Y14,4,Atto_425,1
X18_Y14,4,DAPI,1
X18_Y14,4,Alexa_488,1
X18_Y14,4,Alexa_568,364
X18_Y14,4,Alexa_647,130
X18_Y14,4,Atto_490LS,436
X14_Y15,1,Atto_425,1880
X14_Y15,1,DAPI,254
X14_Y15,1,Alexa_488,846
X14_Y15,1,Alexa_568,882
X14_Y15,1,Alexa_647,942
X14_Y15,1,Atto_490LS,1079
X14_Y15,2,Atto_425,761
X14_Y15,2,DAPI,283
X14_Y15,2,Alexa_488,526
X14_Y15,2,Alexa_568,664
X14_Y15,2,Alexa_647,818
X14_Y15,2,Atto_490LS,943
X14_Y15,3,Atto_425,422
X14_Y15,3,DAPI,209
X14_Y15,3,Alexa_488,857
X14_Y15,3,Alexa_568,474
X14_Y15,3,Alexa_647,717
X14_Y15,3,Atto_490LS,942
X14_Y15,4,Atto_425,2210
X14_Y15,4,DAPI,242
X14_Y15,4,Alexa_488,267
X14_Y15,4,Alexa_568,955
X14_Y15,4,Alexa_647,323
X14_Y15,4,Atto_490LS,943
X21_Y2,1,Atto_425,192
X21_Y2,1,DAPI,20
X21_Y2,1,Alexa_488,115
X21_Y2,1,Alexa_568,57
X21_Y2,1,Alexa_647,63
X21_Y2,1,Atto_490LS,87
X21_Y2,2,Atto_425,1
X21_Y2,2,DAPI,24
X21_Y2,2,Alexa_488,1
X21_Y2,2,Alexa_568,47
X21_Y2,2,Alexa_647,243
X21_Y2,2,Atto_490LS,1
X21_Y2,3,Atto_425,1
X21_Y2,3,DAPI,18
X21_Y2,3,Alexa_488,1
X21_Y2,3,Alexa_568,44
X21_Y2,3,Alexa_647,1
X21_Y2,3,Atto_490LS,94
X21_Y2,4,Atto_425,1
X21_Y2,4,DAPI,1
X21_Y2,4,Alexa_488,1
X21_Y2,4,Alexa_568,52
X21_Y2,4,Alexa_647,52
X21_Y2,4,Atto_490LS,1
X12_Y8,1,Atto_425,3948
X12_Y8,1,DAPI,339
X12_Y8,1,Alexa_488,934
X12_Y8,1,Alexa_568,421
X12_Y8,1,Alexa_647,666
X12_Y8,1,Atto_490LS,907
X12_Y8,2,Atto_425,827
X12_Y8,2,DAPI,505
X12_Y8,2,Alexa_488,614
X12_Y8,2,Alexa_568,698
X12_Y8,2,Alexa_647,609
X12_Y8,2,Atto_490LS,824
X12_Y8,3,Atto_425,647
X12_Y8,3,DAPI,278
X12_Y8,3,Alexa_488,820
X12_Y8,3,Alexa_568,242
X12_Y8,3,Alexa_647,106
X12_Y8,3,Atto_490LS,824
X12_Y8,4,Atto_425,3811
X12_Y8,4,DAPI,313
X12_Y8,4,Alexa_488,394
X12_Y8,4,Alexa_568,766
X12_Y8,4,Alexa_647,151
X12_Y8,4,Atto_490LS,845
X13_Y5,1,Atto_425,1679
X13_Y5,1,DAPI,361
X13_Y5,1,Alexa_488,975
X13_Y5,1,Alexa_568,427
X13_Y5,1,Alexa_647,719
X13_Y5,1,Atto_490LS,865
X13_Y5,2,Atto_425,696
X13_Y5,2,DAPI,405
X13_Y5,2,Alexa_488,505
X13_Y5,2,Alexa_568,409
X13_Y5,2,Alexa_647,536
X13_Y5,2,Atto_490LS,799
X13_Y5,3,Atto_425,630
X13_Y5,3,DAPI,322
X13_Y5,3,Alexa_488,697
X13_Y5,3,Alexa_568,234
X13_Y5,3,Alexa_647,58
X13_Y5,3,Atto_490LS,807
X13_Y5,4,Atto_425,2610
X13_Y5,4,DAPI,335
X13_Y5,4,Alexa_488,258
X13_Y5,4,Alexa_568,756
X13_Y5,4,Alexa_647,151
X13_Y5,4,Atto_490LS,807
X18_Y6,1,Atto_425,3034
X18_Y6,1,DAPI,317
X18_Y6,1,Alexa_488,899
X18_Y6,1,Alexa_568,409
X18_Y6,1,Alexa_647,650
X18_Y6,1,Atto_490LS,821
X18_Y6,2,Atto_425,642
X18_Y6,2,DAPI,332
X18_Y6,2,Alexa_488,514
X18_Y6,2,Alexa_568,567
X18_Y6,2,Alexa_647,739
X18_Y6,2,Atto_490LS,764
X18_Y6,3,Atto_425,570
X18_Y6,3,DAPI,284
X18_Y6,3,Alexa_488,716
X18_Y6,3,Alexa_568,183
X18_Y6,3,Alexa_647,80
X18_Y6,3,Atto_490LS,751
X18_Y6,4,Atto_425,3477
X18_Y6,4,DAPI,295
X18_Y6,4,Alexa_488,250
X18_Y6,4,Alexa_568,764
X18_Y6,4,Alexa_647,176
X18_Y6,4,Atto_490LS,786
X20_Y7,1,Atto_425,2766
X20_Y7,1,DAPI,231
X20_Y7,1,Alexa_488,707
X20_Y7,1,Alexa_568,423
X20_Y7,1,Alexa_647,634
X20_Y7,1,Atto_490LS,766
X20_Y7,2,Atto_425,575
X20_Y7,2,DAPI,234
X20_Y7,2,Alexa_488,432
X20_Y7,2,Alexa_568,436
X20_Y7,2,Alexa_647,1122
X20_Y7,2,Atto_490LS,731
X20_Y7,3,Atto_425,421
X20_Y7,3,DAPI,220
X20_Y7,3,Alexa_488,684
X20_Y7,3,Alexa_568,196
X20_Y7,3,Alexa_647,413
X20_Y7,3,Atto_490LS,719
X20_Y7,4,Atto_425,3996
X20_Y7,4,DAPI,218
X20_Y7,4,Alexa_488,220
X20_Y7,4,Alexa_568,655
X20_Y7,4,Alexa_647,137
X20_Y7,4,Atto_490LS,707
X14_Y1,1,Atto_425,865
X14_Y1,1,DAPI,313
X14_Y1,1,Alexa_488,754
X14_Y1,1,Alexa_568,523
X14_Y1,1,Alexa_647,556
X14_Y1,1,Atto_490LS,831
X14_Y1,2,Atto_425,617
X14_Y1,2,DAPI,326
X14_Y1,2,Alexa_488,498
X14_Y1,2,Alexa_568,715
X14_Y1,2,Alexa_647,1096
X14_Y1,2,Atto_490LS,727
X14_Y1,3,Atto_425,407
X14_Y1,3,DAPI,283
X14_Y1,3,Alexa_488,757
X14_Y1,3,Alexa_568,314
X14_Y1,3,Alexa_647,472
X14_Y1,3,Atto_490LS,767
X14_Y1,4,Atto_425,4097
X14_Y1,4,DAPI,296
X14_Y1,4,Alexa_488,501
X14_Y1,4,Alexa_568,588
X14_Y1,4,Alexa_647,161
X14_Y1,4,Atto_490LS,786
X14_Y7,1,Atto_425,4215
X14_Y7,1,DAPI,338
X14_Y7,1,Alexa_488,151
X14_Y7,1,Alexa_568,480
X14_Y7,1,Alexa_647,671
X14_Y7,1,Atto_490LS,833
X14_Y7,2,Atto_425,736
X14_Y7,2,DAPI,404
X14_Y7,2,Alexa_488,585
X14_Y7,2,Alexa_568,518
X14_Y7,2,Alexa_647,778
X14_Y7,2,Atto_490LS,801
X14_Y7,3,Atto_425,724
X14_Y7,3,DAPI,289
X14_Y7,3,Alexa_488,769
X14_Y7,3,Alexa_568,195
X14_Y7,3,Alexa_647,68
X14_Y7,3,Atto_490LS,821
X14_Y7,4,Atto_425,3649
X14_Y7,4,DAPI,322
X14_Y7,4,Alexa_488,249
X14_Y7,4,Alexa_568,742
X14_Y7,4,Alexa_647,148
X14_Y7,4,Atto_490LS,802
X11_Y1,1,Atto_425,54
X11_Y1,1,DAPI,91
X11_Y1,1,Alexa_488,110
X11_Y1,1,Alexa_568,224
X11_Y1,1,Alexa_647,157
X11_Y1,1,Atto_490LS,240
X11_Y1,2,Atto_425,155
X11_Y1,2,DAPI,100
X11_Y1,2,Alexa_488,164
X11_Y1,2,Alexa_568,102
X11_Y1,2,Alexa_647,153
X11_Y1,2,Atto_490LS,240
X11_Y1,3,Atto_425,33
X11_Y1,3,DAPI,87
X11_Y1,3,Alexa_488,193
X11_Y1,3,Alexa_568,106
X11_Y1,3,Alexa_647,248
X11_Y1,3,Atto_490LS,254
X11_Y1,4,Atto_425,26
X11_Y1,4,DAPI,78
X11_Y1,4,Alexa_488,95
X11_Y1,4,Alexa_568,172
X11_Y1,4,Alexa_647,107
X11_Y1,4,Atto_490LS,229
X21_Y12,1,Atto_425,834
X21_Y12,1,DAPI,87
X21_Y12,1,Alexa_488,838
X21_Y12,1,Alexa_568,123
X21_Y12,1,Alexa_647,135
X21_Y12,1,Atto_490LS,184
X21_Y12,2,Atto_425,47
X21_Y12,2,DAPI,165
X21_Y12,2,Alexa_488,1
X21_Y12,2,Alexa_568,75
X21_Y12,2,Alexa_647,222
X21_Y12,2,Atto_490LS,1
X21_Y12,3,Atto_425,1
X21_Y12,3,DAPI,50
X21_Y12,3,Alexa_488,1
X21_Y12,3,Alexa_568,39
X21_Y12,3,Alexa_647,1
X21_Y12,3,Atto_490LS,1
X21_Y12,4,Atto_425,22
X21_Y12,4,DAPI,1
X21_Y12,4,Alexa_488,18
X21_Y12,4,Alexa_568,183
X21_Y12,4,Alexa_647,79
X21_Y12,4,Atto_490LS,233
X23_Y5,1,Atto_425,32
X23_Y5,1,DAPI,24
X23_Y5,1,Alexa_488,47
X23_Y5,1,Alexa_568,1
X23_Y5,1,Alexa_647,56
X23_Y5,1,Atto_490LS,49
X23_Y5,2,Atto_425,1
X23_Y5,2,DAPI,42
X23_Y5,2,Alexa_488,1
X23_Y5,2,Alexa_568,32
X23_Y5,2,Alexa_647,191
X23_Y5,2,Atto_490LS,1
X23_Y5,3,Atto_425,24
X23_Y5,3,DAPI,21
X23_Y5,3,Alexa_488,76
X23_Y5,3,Alexa_568,40
X23_Y5,3,Alexa_647,92
X23_Y5,3,Atto_490LS,73
X23_Y5,4,Atto_425,6
X23_Y5,4,DAPI,20
X23_Y5,4,Alexa_488,19
X23_Y5,4,Alexa_568,42
X23_Y5,4,Alexa_647,47
X23_Y5,4,Atto_490LS,75
X21_Y11,1,Atto_425,3417
X21_Y11,1,DAPI,170
X21_Y11,1,Alexa_488,178
X21_Y11,1,Alexa_568,307
X21_Y11,1,Alexa_647,278
X21_Y11,1,Atto_490LS,421
X21_Y11,2,Atto_425,441
X21_Y11,2,DAPI,197
X21_Y11,2,Alexa_488,471
X21_Y11,2,Alexa_568,123
X21_Y11,2,Alexa_647,854
X21_Y11,2,Atto_490LS,432
X21_Y11,3,Atto_425,224
X21_Y11,3,DAPI,144
X21_Y11,3,Alexa_488,336
X21_Y11,3,Alexa_568,128
X21_Y11,3,Alexa_647,18
X21_Y11,3,Atto_490LS,458
X21_Y11,4,Atto_425,601
X21_Y11,4,DAPI,170
X21_Y11,4,Alexa_488,114
X21_Y11,4,Alexa_568,291
X21_Y11,4,Alexa_647,140
X21_Y11,4,Atto_490LS,405
X12_Y3,1,Atto_425,717
X12_Y3,1,DAPI,207
X12_Y3,1,Alexa_488,660
X12_Y3,1,Alexa_568,504
X12_Y3,1,Alexa_647,594
X12_Y3,1,Atto_490LS,676
X12_Y3,2,Atto_425,536
X12_Y3,2,DAPI,270
X12_Y3,2,Alexa_488,381
X12_Y3,2,Alexa_568,358
X12_Y3,2,Alexa_647,958
X12_Y3,2,Atto_490LS,655
X12_Y3,3,Atto_425,410
X12_Y3,3,DAPI,224
X12_Y3,3,Alexa_488,612
X12_Y3,3,Alexa_568,186
X12_Y3,3,Alexa_647,55
X12_Y3,3,Atto_490LS,671
X12_Y3,4,Atto_425,4369
X12_Y3,4,DAPI,239
X12_Y3,4,Alexa_488,208
X12_Y3,4,Alexa_568,624
X12_Y3,4,Alexa_647,157
X12_Y3,4,Atto_490LS,683
X20_Y8,1,Atto_425,3245
X20_Y8,1,DAPI,235
X20_Y8,1,Alexa_488,730
X20_Y8,1,Alexa_568,391
X20_Y8,1,Alexa_647,653
X20_Y8,1,Atto_490LS,751
X20_Y8,2,Atto_425,543
X20_Y8,2,DAPI,215
X20_Y8,2,Alexa_488,379
X20_Y8,2,Alexa_568,600
X20_Y8,2,Alexa_647,1037
X20_Y8,2,Atto_490LS,669
X20_Y8,3,Atto_425,421
X20_Y8,3,DAPI,217
X20_Y8,3,Alexa_488,677
X20_Y8,3,Alexa_568,205
X20_Y8,3,Alexa_647,72
X20_Y8,3,Atto_490LS,693
X20_Y8,4,Atto_425,4090
X20_Y8,4,DAPI,229
X20_Y8,4,Alexa_488,214
X20_Y8,4,Alexa_568,685
X20_Y8,4,Alexa_647,126
X20_Y8,4,Atto_490LS,714
X10_Y9,1,Atto_425,4257
X10_Y9,1,DAPI,330
X10_Y9,1,Alexa_488,92
X10_Y9,1,Alexa_568,517
X10_Y9,1,Alexa_647,729
X10_Y9,1,Atto_490LS,874
X10_Y9,2,Atto_425,843
X10_Y9,2,DAPI,453
X10_Y9,2,Alexa_488,558
X10_Y9,2,Alexa_568,491
X10_Y9,2,Alexa_647,397
X10_Y9,2,Atto_490LS,799
X10_Y9,3,Atto_425,624
X10_Y9,3,DAPI,287
X10_Y9,3,Alexa_488,761
